id	filename	md5	size	state
a3a2f30a-46d8-41d1-9f7e-046d7d416383	a3a2f30a-46d8-41d1-9f7e-046d7d416383/bdba7172-5280-41f6-8082-dbf8983c4089.htseq.counts.gz	5fd92c44c42956fd3357b85dc08b5b92	257125	validated
a6408610-a3f5-4489-84d3-368951f87af9	a6408610-a3f5-4489-84d3-368951f87af9/6a7c7af6-b3b4-44a1-93bb-79a143db53d0.htseq.counts.gz	94d9ea3bbcfc5b7adf5710da422784aa	250951	validated
b13b8af3-363e-4a76-bd85-4a498f160890	b13b8af3-363e-4a76-bd85-4a498f160890/c6045584-592e-412f-974a-c8ae2d4bb817.htseq.counts.gz	7f07dc83a5704c82214eb888368fb4b8	252725	validated
b36ac304-1876-4967-82f4-36244e5572e2	b36ac304-1876-4967-82f4-36244e5572e2/d638d8cf-7276-49aa-b2f7-81eb10e7b33d.htseq.counts.gz	15d311f876fbacb9992b688ca59d58a5	254163	validated
b37ac38d-6961-4c6d-bd63-2c0535b438aa	b37ac38d-6961-4c6d-bd63-2c0535b438aa/f47c3aa6-0f0d-4e0d-b6cf-bf565d511d6d.htseq.counts.gz	fe387e1bb280dc84d8934dfb045024f3	257672	validated
bb5d18ee-469a-40fd-a905-7c488067d0fb	bb5d18ee-469a-40fd-a905-7c488067d0fb/ceb8fbdf-dd36-4273-b17c-0ee2eca493c5.htseq.counts.gz	3775284a6acfac09d3675900a1789bcb	241865	validated
c2dc5f26-3725-42de-aa39-30f6ef682b2b	c2dc5f26-3725-42de-aa39-30f6ef682b2b/28f0c53a-abdd-4789-adcf-f59132ae3a92.htseq.counts.gz	4d5d890172e49b69f0347e2f32dec9bd	257842	validated
c56dd841-58f8-4b85-890a-1132f6c71b9c	c56dd841-58f8-4b85-890a-1132f6c71b9c/eb80bbc4-7186-4872-86df-90629a53ecb1.htseq.counts.gz	837afca92c902d3e2091dded753afd40	261372	validated
ca2e6b24-5934-4e04-8dd9-3e350608134a	ca2e6b24-5934-4e04-8dd9-3e350608134a/928160c7-f711-4b23-832c-8c12aea9fe85.htseq.counts.gz	5a5fd17b33aa81c2c15f8a3f693de1b6	253571	validated
d052a08c-a172-4021-a424-079d9f3a78a3	d052a08c-a172-4021-a424-079d9f3a78a3/fcc54ed3-5ba9-461f-a3a5-72b8eb89e4da.htseq.counts.gz	85f4b922a0fd065108d2dcd52990e86c	256494	validated
d396b1c2-49fe-47ed-aaee-648f6dfb0dae	d396b1c2-49fe-47ed-aaee-648f6dfb0dae/42959bfe-1a62-465f-aafc-684d973b43f7.htseq.counts.gz	d5f63ec6fa49ea6ba34aa1dc75f086ef	252990	validated
d63e5999-865b-46b1-9833-24a138f25ae7	d63e5999-865b-46b1-9833-24a138f25ae7/0317a370-6a1e-44bd-bfd0-81fd06ec56fb.htseq.counts.gz	36d9025b6b6af793cff72dea796062da	251970	validated
d9de0d6b-afd6-47c4-9bf3-9527fde50ba9	d9de0d6b-afd6-47c4-9bf3-9527fde50ba9/90629e6e-2e1e-4f31-884a-6bca2c24ce11.htseq.counts.gz	3b5a5464ab420e3f71d70d38f4c5a0f5	256224	validated
dcef5416-8458-40ee-b919-358e2774eb2f	dcef5416-8458-40ee-b919-358e2774eb2f/e87cfbaa-791e-4a6b-8ec8-28df636e7cdc.htseq.counts.gz	5e37cf1321d7afbef67249310ab5ac59	253190	validated
e10c4bd5-a45b-4841-bed1-5b24a85f6e91	e10c4bd5-a45b-4841-bed1-5b24a85f6e91/681955cd-356d-4e64-924b-b0381e3c12bc.htseq.counts.gz	3954f4bdcb01507b6527652477572d48	253514	validated
e7c1701a-4405-4d71-8b07-01366b805b7c	e7c1701a-4405-4d71-8b07-01366b805b7c/7cc30f38-a19e-4552-a5ca-64a11575abed.htseq.counts.gz	99ea4af79ac694386ddbc19fbd976d9b	255213	validated
eb9e9f92-8bdf-425f-b7ee-2e8cc78ffd6c	eb9e9f92-8bdf-425f-b7ee-2e8cc78ffd6c/c3d1dc80-eea8-43f8-8436-5bd0ee6a3b07.htseq.counts.gz	83a142ed6024908e71796735d2b3c887	254246	validated
eca6d79b-12cf-43c8-8828-b6ba39086f31	eca6d79b-12cf-43c8-8828-b6ba39086f31/8917fe2a-c1bb-440c-8ea5-655504006a63.htseq.counts.gz	0d06ae7e6431ce993b55de3fed8afd13	255173	validated
f081118f-f68e-475e-8978-42b8ac5d397f	f081118f-f68e-475e-8978-42b8ac5d397f/2c15cc20-2347-4bfc-826d-a062f6d74b46.htseq.counts.gz	2272cdd4dba89d3ddbfb8085d9788b9e	256266	validated
f305ee39-18fa-488e-9399-752a64565c1e	f305ee39-18fa-488e-9399-752a64565c1e/b25c8e4d-f6ca-4079-9120-b96147b9091e.htseq.counts.gz	8ac2a33c716c53aebc480405e9467661	258292	validated
f5a44716-7285-47a7-be8b-76c73e697f7b	f5a44716-7285-47a7-be8b-76c73e697f7b/3f171964-37b4-43a2-b2f9-1b51dd924a7e.htseq.counts.gz	0264dc2fc5d37759ab177bbce8c1113a	242377	validated
f711bd60-28cb-4751-9243-f7890fcb9f82	f711bd60-28cb-4751-9243-f7890fcb9f82/419b4c0a-c23f-4214-8de0-722d2ae0846b.htseq.counts.gz	51f02559f8b603f244af257b7f024ddd	249413	validated
f999b8b6-d912-4ec8-900b-3b327dc22f75	f999b8b6-d912-4ec8-900b-3b327dc22f75/68fe871b-c631-469e-87a2-26130f416446.htseq.counts.gz	3755aba81fe4786ab8c9547a7e1549b8	255254	validated
\N	3de24774-a952-415f-992b-01d32054beec/annotations.txt	b370bcad6f3050c8e94a2a76419e3951	263	\N
\N	4b7f43e2-26a2-46e7-a9f4-f3a411483d4f/annotations.txt	585bc5cf31620574479c862214c8dad6	263	\N
\N	60a32aeb-59e0-4f07-83bc-ae7f8a45390e/annotations.txt	139ca9e12f189aa1e86c6c9954d434e7	279	\N
\N	74ea00b6-be8d-4560-b73e-43edeadca223/annotations.txt	5f8d8e4a31f41a0621f5fd0ffc42345d	354	\N
\N	768f5843-c7ce-41d3-b5fb-70a5f4161d11/annotations.txt	64c025aba0eb028be28fe6c1d9f6f276	264	\N
\N	a6408610-a3f5-4489-84d3-368951f87af9/annotations.txt	a7858e01269a8bc4329e31f074d70f62	354	\N
\N	c56dd841-58f8-4b85-890a-1132f6c71b9c/annotations.txt	fb4b89b9697fbece74701543c956f225	369	\N
\N	ca2e6b24-5934-4e04-8dd9-3e350608134a/annotations.txt	6a279716327ea8d771f43808d02beac6	263	\N
\N	d63e5999-865b-46b1-9833-24a138f25ae7/annotations.txt	4b02ffb793a30fda2ed5c000c2cc2643	263	\N
\N	dcef5416-8458-40ee-b919-358e2774eb2f/annotations.txt	8eb7766befdac399e74047d0e23a4de5	354	\N
